title,author,publication_year,journal_name,doiabstract,doi,abstract
How Do Financing Constraints Affect Firms’ Equity Volatility?,DANIEL CARVALHO,05 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12610,ABSTRACTTheory suggests that financing frictions can have significant implications for equity volatility by shaping firms’ exposure to economic risks. This paper provides evidence that an important determinant of higher equity volatility among research and development (R&D)-intensive firms is fewer financing constraints on firms’ ability to access growth options. I provide evidence for this effect by studying how persistent shocks to the value of firms’ tangible assets (real estate) affect their subsequent equity volatility. The analysis addresses concerns about the identification of these balance sheet effects and shows that these effects are consistent with broader patterns on the equity volatility of R&D-intensive firms.
Interpreting Factor Models,SERHIY KOZAK,02 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12612,"ABSTRACTWe argue that tests of reduced-form factor models and horse races between “characteristics” and “covariances” cannot discriminate between alternative models of investor beliefs. Since asset returns have substantial commonality, absence of near-arbitrage opportunities implies that the stochastic discount factor can be represented as a function of a few dominant sources of return variation. As long as some arbitrageurs are present, this conclusion applies even in an economy in which all cross-sectional variation in expected returns is caused by sentiment. Sentiment-investor demand results in substantial mispricing only if arbitrageurs are exposed to factor risk when taking the other side of these trades."
Belief Dispersion in the Stock Market,ADEM ATMAZ,16 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12618,"ABSTRACTWe develop a dynamic model of belief dispersion with a continuum of investors differing in beliefs. The model is tractable and qualitatively matches many of the empirical regularities in a stock price and its mean return, volatility, and trading volume. We find that the stock price is convex in cash-flow news and increases in belief dispersion, while its mean return decreases when the view on the stock is optimistic, and vice versa when pessimistic. Moreover, belief dispersion leads to higher stock volatility and trading volume. We demonstrate that otherwise identical two-investor heterogeneous-beliefs economies do not necessarily generate our main results."
Margin Requirements and the Security Market Line,PETRI JYLHÄ,18 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12616,"ABSTRACTBetween 1934 and 1974, the Federal Reserve changed the initial margin requirement for the U.S. stock market 22 times. I use this variation to show that investors' leverage constraints affect the pricing of risk. Consistent with earlier theoretical predictions, I find that tighter leverage constraints result in a flatter relation between betas and expected returns. My results provide strong empirical support for the idea that the constraints investors face may help explain the empirical failure of the capital asset pricing model."
Is Proprietary Trading Detrimental to Retail Investors?,FALKO FECHT,02 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12609,"ABSTRACTWe study the conflict of interest that arises when a universal bank conducts proprietary trading alongside its retail banking services. Our data set contains the stock holdings of every German bank and those of their corresponding retail clients. We investigate (i) whether banks sell stocks from their proprietary portfolios to their retail customers, (ii) whether those stocks subsequently underperform, and (iii) whether retail customers of banks engaging in proprietary trading earn lower portfolio returns than their peers. We present affirmative evidence for all three questions and conclude that proprietary trading can, in fact, be detrimental to retail investors."
"Real Options Models of the Firm, Capacity Overhang, and the Cross Section of Stock Returns",KEVIN ARETZ,17 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12617,"ABSTRACTWe use a stochastic frontier model to obtain a stock-level estimate of the difference between a firm's installed production capacity and its optimal capacity. We show that this “capacity overhang” estimate relates significantly negatively to the cross section of stock returns, even when controlling for popular pricing factors. The negative relation persists among small and large stocks, stocks with more or less reversible investments, and in good and bad economic states. Capacity overhang helps explain momentum and profitability anomalies, but not value and investment anomalies. Our evidence supports real options models of the firm featuring valuable divestment options."
Is Fraud Contagious? Coworker Influence on Misconduct by Financial Advisors,STEPHEN G. DIMMOCK,02 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12613,"ABSTRACTUsing a novel data set of U.S. financial advisors that includes individuals' employment histories and misconduct records, we show that coworkers influence an individual's propensity to commit financial misconduct. We identify coworkers' effect on misconduct using changes in coworkers caused by mergers of financial advisory firms. The tests include merger-firm fixed effects to exploit the variation in changes to coworkers across branches of the same firm. The probability of an advisor committing misconduct increases if his new coworkers, encountered in the merger, have a history of misconduct. This effect is stronger between demographically similar coworkers."
Unshrouding: Evidence from Bank Overdrafts in Turkey,SULE ALAN,12 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12593,"ABSTRACTLower prices produce higher demand… or do they? A bank's direct marketing to holders of “free” checking accounts shows that a large discount on 60% APR overdraftsreducesoverdraft usage, especially when bundled with a discount on debit card or autodebit transactions. In contrast, messages mentioning overdraft availability without mentioning priceincreaseusage. Neither change persists long after the messages stop. These results do not square easily with classical models of consumer choice and firm competition. Instead, they support behavioral models where consumers underestimate and are inattentive to overdraft costs, and firms respond by shrouding overdraft prices in equilibrium."
Homeowner Borrowing and Housing Collateral: New Evidence from Expiring Price Controls,ANTHONY A. DEFUSCO,18 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12602,"ABSTRACTI empirically analyze how changes in access to housing collateral affect homeowner borrowing behavior. To isolate the role of collateral constraints from that of wealth effects, I exploit the fully anticipated expiration of resale price controls on owner-occupied housing in Montgomery County, Maryland. I estimate a marginal propensity to borrow out of housing collateral that ranges between $0.04 and $0.13 and is correlated with homeowners' initial leverage. Additional analysis of residential investment and ex-post loan performance indicates that some of the extracted funds generated new expenditures. These results suggest a potentially important role for collateral constraints in driving household expenditures."
Wholesale Funding Dry-Ups,CHRISTOPHE PÉRIGNON,10 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12592,"ABSTRACTWe empirically explore the fragility of wholesale funding of banks, using transaction-level data on short-term, unsecured certificates of deposit in the European market. We do not observe a market-wide freeze during the 2008 to 2014 period. Yet, many banks suddenly experience funding dry-ups. Dry-ups predict, but do not cause, future deterioration in bank performance. Furthermore, during periods of market stress, banks with high future performance tend to increase reliance on wholesale funding. We therefore fail to find evidence consistent with adverse selection models of funding market freezes. Our evidence is in line with theories highlighting heterogeneity between informed and uninformed lenders."
Liquidity as Social Expertise,PABLO KURLAT,22 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12606,"ABSTRACTThis paper proposes a theory of liquidity dynamics. Illiquidity results from asymmetric information. Observing the historical track record teaches agents how to interpret public information and helps overcome information asymmetry. However, an illiquidity trap can arise: too much asymmetric information leads to the breakdown of trade, which interrupts learning and perpetuates illiquidity. Liquidity falls in response to unexpected events that lead agents to question their valuation models (especially in newer markets) may be slow to recover after a crisis, and is higher in periods of stability."
Institutional and Legal Context in Natural Experiments: The Case of State Antitakeover Laws,JONATHAN M. KARPOFF,15 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12600,"ABSTRACTWe argue and demonstrate empirically that a firm's institutional and legal context has first-order effects in tests that use state antitakeover laws for identification. A priori, the size and direction of a law's effect on a firm's takeover protection depends on (i) other state antitakeover laws, (ii) preexisting firm-level takeover defenses, and (iii) the legal regime as reflected by important court decisions. In addition, (iv) state antitakeover laws are not exogenous for many easily identifiable firms. We show that the inferences from nine prior studies related to nine different outcome variables change substantially when we include controls for these considerations."
Comparing Asset Pricing Models,FRANCISCO BARILLAS,08 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12607,"ABSTRACTA Bayesian asset pricing test is derived that is easily computed in closed form from the standardF-statistic. Given a set of candidate traded factors, we develop a related test procedure that permits the computation of model probabilities for the collection of all possible pricing models that are based on subsets of the given factors. We find that the recent models of Hou, Xue, and Zhang (2015a, 2015b) and Fama and French (2015, 2016) are dominated by a variety of models that include a momentum factor, along with value and profitability factors that are updated monthly."
Short-Selling Risk,JOSEPH E. ENGELBERG,15 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12601,"ABSTRACTShort sellers face unique risks, such as the risk that stock loans become expensive and the risk that stock loans are recalled. We show that short-selling risk affects prices among the cross-section of stocks. Stocks with more short-selling risk have lower returns, less price efficiency, and less short selling."
Bank Capital and Lending Relationships,MICHAEL SCHWERT,18 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12604,"ABSTRACTThis paper investigates the mechanisms behind the matching of banks and firms in the loan market and the implications of this matching for lending relationships, bank capital, and credit provision. I find that bank-dependent firms borrow from well-capitalized banks, while firms with access to the bond market borrow from banks with less capital. This matching of bank-dependent firms with stable banks smooths cyclicality in aggregate credit provision and mitigates the effects of bank shocks on the real economy."
Financial Literacy and Portfolio Dynamics,MILO BIANCHI,16 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12605,"ABSTRACTWe match administrative panel data on portfolio choices with survey measures of financial literacy. When we control for portfolio risk, the most literate households experience 0.4% higher annual returns than the least literate households. Distinct portfolio dynamics are the key determinant of this difference. More literate households hold riskier positions when expected returns are higher, they more actively rebalance their portfolios and do so in a way that holds their risk exposure relatively constant over time, and they are more likely to buy assets that provide higher returns than the assets that they sell."
Option Mispricing around Nontrading Periods,CHRISTOPHER S. JONES,16 December 2017,The Journal of Finance,,/doi/10.1111/jofi.12603,"ABSTRACTWe find that option returns are significantly lower over nontrading periods, the vast majority of which are weekends. Our evidence suggests that nontrading returns cannot be explained by risk, but rather are the result of widespread and highly persistent option mispricing driven by the incorrect treatment of stock return variance during periods of market closure. The size of the effect implies that the broad spectrum of finance research involving option prices should account for nontrading effects. Our study further suggests how alternative industry practices could improve the efficiency of option markets in a meaningful way."
Personal Lending Relationships,STEPHEN ADAM KAROLYI,23 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12589,"ABSTRACTI identify the effects of personal relationships on loan contracting using executive deaths and retirements at other firms as a source of exogenous variation in executive turnover. After plausibly exogenous turnover, borrowers choose lenders with which their new executives have personal relationships 4.1 times as frequently, and loans from these lenders have 20 basis points lower spreads and 12.5% larger amounts. Personal relationships benefit firms across loan terms, especially during macroeconomic downturns. Increased financial flexibility from personal relationships insulated firms from financial shocks during the recent financial crisis: they exhibited less constrained investment and were less likely to layoff employees."
Measuring Liquidity Mismatch in the Banking Sector,JENNIE BAI,10 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12591,"ABSTRACTThis paper constructs a liquidity mismatch index (LMI) to gauge the mismatch between the market liquidity of assets and the funding liquidity of liabilities, for 2,882 bank holding companies over 2002 to 2014. The aggregate LMI decreases from +$4 trillion precrisis to −$6 trillion in 2008. We conduct an LMI stress test revealing the fragility of the banking system in early 2007. Moreover, LMI predicts a bank's stock market crash probability and borrowing decisions from the government during the financial crisis. The LMI is therefore informative about both individual bank liquidity and the liquidity risk of the entire banking system."
Optimal Debt and Profitability in the Trade-Off Theory,ANDREW B. ABEL,10 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12590,"ABSTRACTI develop a dynamic model of leverage with tax deductible interest and an endogenous cost of default. The interest rate includes a premium to compensate lenders for expected losses in default. A borrowing constraint is generated by lenders' unwillingness to lend an amount that would trigger immediate default. When the borrowing constraint is not binding, the trade-off theory of debt holds: optimal debt equates the marginal interest tax shield and the marginal expected cost of default. Contrary to conventional interpretation, but consistent with empirical findings, increases in current or future profitability reduce the optimal leverage ratio when the trade-off theory holds."
The Leverage Ratchet Effect,ANAT R. ADMATI,10 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12588,"ABSTRACTFirms’ inability to commit to future funding choices has profound consequences for capital structure dynamics. With debt in place, shareholders pervasively resist leverage reductions no matter how much such reductions may enhance firm value. Shareholders would instead choose to increase leverage even if the new debt is junior and would reduce firm value. These asymmetric forces in leverage adjustments, which we call theleverage ratchet effect, cause equilibrium leverage outcomes to be history-dependent. If forced to reduce leverage, shareholders are biased toward selling assets relative to potentially more efficient alternatives such as pure recapitalizations."
Diagnostic Expectations and Credit Cycles,PEDRO BORDALO,26 September 2017,The Journal of Finance,,/doi/10.1111/jofi.12586,"ABSTRACTWe present a model of credit cycles arising from diagnostic expectations—a belief formation mechanism based on Kahneman and Tversky's representativeness heuristic. Diagnostic expectations overweight future outcomes that become more likely in light of incoming data. The expectations formation rule is forward looking and depends on the underlying stochastic process, and thus is immune to the Lucas critique. Diagnostic expectations reconcile extrapolation and neglect of risk in a unified framework. In our model, credit spreads are excessively volatile, overreact to news, and are subject to predictable reversals. These dynamics can account for several features of credit cycles and macroeconomic volatility."
The Paradox of Financial Fire Sales: The Role of Arbitrage Capital in Determining Liquidity,JAMES DOW,03 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12584,"ABSTRACTHow can fire sales for financial assets happen when the economy contains well-capitalized but nonspecialist investors? Our explanation combines rational expectations equilibrium and “lemons” models. When specialist (informed) market participants are liquidity-constrained, prices become less informative. This creates an adverse selection problem, decreasing the supply of high-quality assets, and lowering valuations by nonspecialist (uninformed) investors, who become unwilling to supply capital to support the price. In normal times, arbitrage capital can “multiply” itself by making uninformed capital function as informed capital, but in a crisis, this stabilizing mechanism fails."
"Government Credit, a Double-Edged Sword: Evidence from the China Development Bank",HONG RU,26 September 2017,The Journal of Finance,,/doi/10.1111/jofi.12585,"ABSTRACTUsing proprietary data from the China Development Bank (CDB), this paper examines the effects of government credit on firm activities. Tracing the effects of government credit across different levels of the supply chain, I find that CDB industrial loans to state-owned enterprises (SOEs) crowd out private firms in the same industry but crowd in private firms in downstream industries. On average, a $1 increase in CDB SOE loans leads to a $0.20 decrease in private firms' assets. Moreover, CDB infrastructure loans crowd in private firms. I use exogenous timing of municipal politicians' turnover as an instrument for CDB credit flows."
A Model of Monetary Policy and Risk Premia,ITAMAR DRECHSLER,22 June 2017,The Journal of Finance,,/doi/10.1111/jofi.12539,"ABSTRACTWe develop a dynamic asset pricing model in which monetary policy affects the risk premium component of the cost of capital. Risk-tolerant agents (banks) borrow from risk-averse agents (i.e., take deposits) to fund levered investments. Leverage exposes banks to funding risk, which they insure by holding liquidity buffers. By changing the nominal rate the central bank influences the liquidity premium, and hence the cost of taking leverage. Lower nominal rates make liquidity cheaper and raise leverage, resulting in lower risk premia and higher asset prices, volatility, investment, and growth. We analyze forward guidance, a “Greenspan put,” and the yield curve."
The Share of Systematic Variation in Bilateral Exchange Rates,ADRIEN VERDELHAN,09 October 2017,The Journal of Finance,,/doi/10.1111/jofi.12587,ABSTRACTSorting countries by their dollar currency betas produces a novel cross section of average currency excess returns. A slope factor (long in high beta currencies and short in low beta currencies) accounts for this cross section of currency risk premia. This slope factor is orthogonal to the high-minus-low carry trade factor built from portfolios of countries sorted by their interest rates. The two high-minus-low risk factors account for 18% to 80% of the monthly exchange rate movements. The two risk factors suggest that stochastic discount factors in complete markets' models should feature at least two global shocks to describe exchange rates.
"Agency, Firm Growth, and Managerial Turnover",RONALD W. ANDERSON,25 September 2017,The Journal of Finance,,/doi/10.1111/jofi.12583,"ABSTRACTWe study managerial incentive provision under moral hazard when growth opportunities arrive stochastically and pursuing them requires a change in management. A trade-off arises between the benefit of always having the “right” manager and the cost of incentive provision. The prospect of growth-induced turnover limits the firm's ability to rely on deferred pay, resulting in more front-loaded compensation. The optimal contract may insulate managers from the risk of growth-induced dismissal after periods of good performance. The evidence for the United States broadly supports the model's predictions: Firms with better growth prospects experience higher CEO turnover and use more front-loaded compensation."
American Finance Association,David Hirshleifer,23 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12608,
Brokers and Order Flow Leakage: Evidence from Fire Sales,ANDREA BARBON,09 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12840,"ABSTRACTUsing trade-level data, we study whether brokers play a role in spreading order flow information in the stock market. We focus on large portfolio liquidations that result in temporary price drops, and identify the brokers who intermediate these trades. These brokers’ clients are more likely to predate on the liquidating funds than to provide liquidity. Predation leads to profits of about 25 basis points over 10 days and increases the liquidation costs of the distressed fund by 40%. This evidence suggests a role of information leakage in exacerbating fire sales."
Information Revelation in Decentralized Markets,BJÖRN HAGSTRÖMER,09 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12838,"ABSTRACTHow does information get revealed in decentralized markets? We test several hypotheses inspired by recent dealer-network theory. To do so, we construct an empirical map of information revelation where two dealers are connected based on the synchronicity of their quote changes. The tests, based on the euro to Swiss franc spot rate (EUR/CHF) quote data including the 2015 crash, largely support theory: strongly connected (i.e., central) dealers are more informed. Connections are weaker when there is less to be learned. The crash serves to identify how a network forms when dealers are transitioned from no-learning to learning, that is, from a fixed to a floating rate."
Do Investors Value Sustainability? A Natural Experiment Examining Ranking and Fund Flows,SAMUEL M. HARTZMARK,09 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12841,"ABSTRACTExamining a shock to the salience of the sustainability of the U.S. mutual fund market, we present causal evidence that investors marketwide value sustainability: being categorized as low sustainability resulted in net outflows of more than $12 billion while being categorized as high sustainability led to net inflows of more than $24 billion. Experimental evidence suggests that sustainability is viewed as positively predicting future performance, but we do not find evidence that high-sustainability funds outperform low-sustainability funds. The evidence is consistent with positive affect influencing expectations of sustainable fund performance and nonpecuniary motives influencing investment decisions."
Diagnostic Expectations and Stock Returns,PEDRO BORDALO,06 July 2019,The Journal of Finance,,/doi/10.1111/jofi.12833,"ABSTRACTWe revisit La Porta's finding that returns on stocks with the most optimistic analyst long-term earnings growth forecasts are lower than those on stocks with the most pessimistic forecasts. We document the joint dynamics of fundamentals, expectations, and returns of these portfolios, and explain the facts using a model of belief formation based on the representativeness heuristic. Analysts forecast fundamentals from observed earnings growth, but overreact to news by exaggerating the probability of states that have become more likely. We find support for the model's predictions. A quantitative estimation of the model accounts for the key patterns in the data."
Funding Liquidity without Banks: Evidence from a Shock to the Cost of Very Short-Term Debt,FELIPE RESTREPO,06 July 2019,The Journal of Finance,,/doi/10.1111/jofi.12832,"ABSTRACTIn 2011, Colombia instituted a tax on repayment of bank loans, which increased the cost of short-term bank credit more than long-term credit. Firms responded by cutting short-term loans for liquidity management purposes and increasing the use of cash and trade credit. In industries in which trade credit is more accessible (based on U.S. Compustat firms), we find substitution into accounts payable and little effect on cash and investment. Where trade credit is less available, firms increase cash and cut investment. Thus, trade credit provides an alternative source of liquidity that can insulate some firms from bank liquidity shocks."
Women's Liberation as a Financial Innovation,MOSHE HAZAN,29 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12829,"ABSTRACTIn one of the greatest extensions of property rights in human history, common law countries began giving rights to married women in the 1850s. Before this “women's liberation,” the doctrine of coverture strongly incentivized parents of daughters to hold real estate, rather than financial assets such as money, stocks, or bonds. We exploit the staggered nature of coverture's demise across U.S. states to show that women's rights led to shifts in household portfolios, a positive shock to the supply of credit, and a reallocation of labor toward nonagriculture and capital-intensive industries. Investor protection thus deepened financial markets, aiding industrialization."
YOLO: Mortality Beliefs and Household Finance Puzzles,RAWLEY Z. HEIMER,29 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12828,"ABSTRACTWe study the effect of subjective mortality beliefs on life-cycle behavior. With new survey evidence, we document that survival is underestimated (overestimated) by the young (old). We calibrate a canonical life-cycle model to elicited beliefs. Relative to calibrations using actuarial probabilities, the young undersave by 26%, and retirees draw down their assets 27% slower, while the model's fit to consumption data improves by 88%. Cross-sectional regressions support the model's predictions: Distorted mortality beliefs correlate with savings behavior while controlling for risk preferences, cognitive, and socioeconomic factors. Overweighting the likelihood of rare events contributes to mortality belief distortions."
Thinking about Prices versus Thinking about Returns in Financial Markets,MARKUS GLASER,08 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12835,"ABSTRACTPrices and returns are alternative ways to present information and to elicit expectations in financial markets. But do investors think of prices and returns in the same way? We present three studies in which subjects differ in the level of expertise, amount of information, and type of incentive scheme. The results are consistent across all studies: asking subjects to forecast returns as opposed to prices results in higher expectations, whereas showing them return charts rather than price charts results in lower expectations. Experience is not a useful remedy but cognitive reflection mitigates the impact of format changes."
Nonfinancial Firms as Cross-Market Arbitrageurs,YUERAN MA,09 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12837,"ABSTRACTI demonstrate that nonfinancial corporations act as cross-market arbitrageurs in their own securities. Firms use one type of security to replace another in response to shifts in relative valuations, inducing negatively correlated financing flows in different markets. Net equity repurchases and net debt issuance both increase when expected excess returns on debt are particularly low, or when expected excess returns on equity are relatively high. Credit valuations affect equity financing as much as equity valuations do, and vice versa. Cross-market corporate arbitrage is most prevalent among large, unconstrained firms, and helps account for aggregate financing patterns."
Measuring Institutional Investors’ Skill at Making Private Equity Investments,DANIEL R. CAVAGNARO,06 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12783,"ABSTRACTUsing a large sample of institutional investors’ investments in private equity funds raised between 1991 and 2011, we estimate the extent to which investors’ skill affects their returns. Bootstrap analyses show that the variance of actual performance is higher than would be expected by chance, suggesting that some investors consistently outperform. Extending the Bayesian approach of Korteweg and Sorensen, we estimate that a one-standard-deviation increase in skill leads to an increase in annual returns of between one and two percentage points. These results are stronger in the earlier part of the sample period and for venture funds."
Where Is the Risk in Value? Evidence from a Market-to-Book Decomposition,ANDREY GOLUBOV,09 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12836,"ABSTRACTWe study the value premium using the multiples-based market-to-book decomposition of Rhodes-Kropf, Robinson, and Viswanathan (2005). The market-to-value component drivesallof the value strategy return, while the value-to-book component exhibits no return predictability in either portfolio sorts or firm-level regressions. Existing results linking market-to-book to operating leverage, duration, exposure to investment-specific technology shocks, and analysts’ risk ratings derive from the unpriced value-to-book component. In contrast, results on expectation errors, limits to arbitrage, and certain types of cash flow risk and consumption risk exposure are due to the market-to-value component. Overall, our evidence casts doubt on several value premium theories."
A Dynamic Model of Characteristic-Based Return Predictability,AYDOĞAN ALTI,08 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12839,"ABSTRACTWe present a dynamic model that links characteristic-based return predictability to systematic factors that determine the evolution of firm fundamentals. In the model, an economy-wide disruption process reallocates profits from existing businesses to new projects and thus generates a source of systematic risk for portfolios of firms sorted on value, profitability, and asset growth. If investors are overconfident about their ability to evaluate the disruption climate, these characteristic-sorted portfolios exhibit persistent mispricing. The model generates predictions about the conditional predictability of characteristic-sorted portfolio returns and illustrates how return persistence increases the likelihood of observing characteristic-based anomalies."
Over-the-Counter Market Frictions and Yield Spread Changes,NILS FRIEWALD,30 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12827,"ABSTRACTWe empirically study whether systematic over-the-counter (OTC) market frictions drive the large unexplained common factor in yield spread changes. Using transaction data on U.S. corporate bonds, we find that marketwide inventory, search, and bargaining frictions explain 23.4% of the variation in the common component. Systematic OTC frictions thus substantially improve the explanatory power of yield spread changes and account for one-third of their total explained variation. Search and bargaining frictions combined explain more in the common dynamics of yield spread changes than inventory frictions. Our findings support the implications of leading theories of intermediation frictions in OTC markets."
AMERICAN FINANCE ASSOCIATION,John Graham,14 November 2019,The Journal of Finance,,/doi/10.1111/jofi.12850,
The Dividend Disconnect,SAMUEL M. HARTZMARK,13 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12785,"ABSTRACTMany individual investors, mutual funds, and institutions trade as if dividends and capital gains are disconnected attributes, not fully appreciating that dividends result in price decreases. Behavioral trading patterns (e.g., the disposition effect) are driven by price changes instead of total returns. Investors rarely reinvest dividends, and trade as if dividends are a separate, stable income stream. Analysts fail to account for the effect of dividends on price, leading to optimistic price forecasts for dividend-paying stocks. Demand for dividends is systematically higher in periods of low interest rates and poor market performance, leading to lower returns for dividend-paying stocks."
Stock Returns over the FOMC Cycle,ANNA CIESLAK,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12818,"ABSTRACTWe document that since 1994, the equity premium is earned entirely in weeks 0, 2, 4, and 6 in Federal Open Market Committee (FOMC) cycle time, that is, even weeks starting from the last FOMC meeting. We causally tie this fact to the Fed by studying intermeeting target changes, Fed funds futures, and internal Board of Governors meetings. The Fed has affected the stock market via unexpectedly accommodating policy, leading to large reductions in the equity premium. Evidence suggests systematic informal communication of Fed officials with the media and financial sector as a channel through which news about monetary policy has reached the market."
Foreclosure Contagion and the Neighborhood Spillover Effects of Mortgage Defaults,ARPIT GUPTA,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12821,"ABSTRACTIn this paper, I identify shocks to interest rates resulting from two administrative details in adjustable-rate mortgage contract terms: the choice of financial index and the choice of lookback period. I find that a 1 percentage point increase in interest rate at the time of adjustable-rate mortgage (ARM) reset results in a 2.5 percentage increase in the probability of foreclosure in the following year, and that each foreclosure filing leads to an additional 0.3 to 0.6 completed foreclosures within a 0.10-mile radius. In explaining this result, I emphasize price effects, bank-supply responses, and borrower responses arising from peer effects."
Limited Investment Capital and Credit Spreads,EMIL N. SIRIWARDANE,18 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12777,"ABSTRACTUsing proprietary credit default swap (CDS) data, I investigate how capital shocks at protection sellers impact pricing in the CDS market. Seller capital shocks—measured as CDS portfolio margin payments—account for 12% of the time-series variation in weekly spread changes, a significant amount given that standard credit factors account for 18% during my sample. In addition, seller shocks possess information for spreads that is independent of institution-wide measures of constraints. These findings imply a high degree of market segmentation, and suggest that frictions within specialized financial institutions prevent capital from flowing into the market at shorter horizons."
How Do Investment Ideas Spread through Social Interaction? Evidence from a Ponzi Scheme,VILLE RANTALA,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12822,"ABSTRACTA unique data set from a large Ponzi scheme allows me to study word-of-mouth diffusion of investment information. Investors could join the scheme only by invitation from an existing member, which allows me to observe how the idea spreads from one person to the next based on inviter-invitee relationships. I find that the observed social network has a scale-free connectivity structure, which significantly facilitates the diffusion of the investment idea and contributes to the growth and survival of the socially spreading Ponzi scheme. I further find that investors invest more if their inviter has comparatively higher age, education, and income."
The Globalization Risk Premium,JEAN-NOËL BARROT,18 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12780,"ABSTRACTIn this paper, we investigate how globalization is reflected in asset prices. We use shipping costs to measure firms' exposure to globalization. Firms in low shipping cost industries carry a 7% risk premium, suggesting that their cash flows covary negatively with investors' marginal utility. We find that the premium emanates from the risk of displacement of least efficient firms triggered by import competition. These findings suggest that foreign productivity shocks are associated with times when consumption is dear for investors. We discuss conditions under which a standard model of trade with asset prices can rationalize this puzzle."
Proxy Advisory Firms: The Economics of Selling Information to Voters,ANDREY MALENKO,17 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12779,"ABSTRACTWe analyze how proxy advisors, which sell voting recommendations to shareholders, affect corporate decision-making. If the quality of the advisor's information is low, there is overreliance on its recommendations and insufficient private information production. In contrast, if the advisor's information is precise, it may be underused because the advisor rations its recommendations to maximize profits. Overall, the advisor's presence leads to more informative voting only if its information is sufficiently precise. We evaluate several proposals on regulating proxy advisors and show that some suggested policies, such as reducing proxy advisors' market power or decreasing litigation pressure, can have negative effects."
Personal Experiences and Expectations about Aggregate Outcomes,THERESA KUCHLER,03 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12819,"ABSTRACTUsing novel survey data, we document that individuals extrapolate from recent personal experiences when forming expectations about aggregate economic outcomes. Recent locally experienced house price movements affect expectations about future U.S. house price changes and higher experienced house price volatility causes respondents to report a wider distribution over expected U.S. house price movements. When we exploit within-individual variation in employment status, we find that individuals who personally experience unemployment become more pessimistic about future nationwide unemployment. The extent of extrapolation is unrelated to how informative personal experiences are, is inconsistent with risk adjustment, and is more pronounced for less sophisticated individuals."
Do Portfolio Manager Contracts Contract Portfolio Management?,JUNG HOON LEE,13 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12823,"ABSTRACTMost mutual fund managers have performance-based contracts. Our theory predicts that mutual fund managers with asymmetric contracts and mid-year performance close to their announced benchmark increase their portfolio risk in the second part of the year. As predicted by our theory, performance deviation from the benchmark decreases risk-shifting only for managers with performance contracts. Deviation from the benchmark dominates incentives from the flow-performance relation, suggesting that risk-shifting is motivated more by management contracts than by a tournament to capture flows."
The Best of Both Worlds: Accessing Emerging Economies via Developed Markets,JOON WOO BAE,01 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12817,"ABSTRACTA growing body of evidence suggests that the benefits of international diversification via developed markets have declined dramatically. While emerging markets still offer diversification opportunities, their public equity indices capture only a fraction of emerging countries' economic activity. We propose a diversification approach that exploits the global connectedness of developed countries to gain exposure to emerging countries' overall economies rather than their shallow equity markets. In doing so, we demonstrate that developed marketsstilloffer substantial diversification benefits beyond those available through equity indices. Our results suggest that relying on equity indices to assess diversification benefits understates diversification gains."
