title,author,publication_year,journal_name,doiabstract,doi,abstract
Measuring Institutional Investors’ Skill at Making Private Equity Investments,DANIEL R. CAVAGNARO,06 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12783,"ABSTRACTUsing a large sample of institutional investors’ investments in private equity funds raised between 1991 and 2011, we estimate the extent to which investors’ skill affects their returns. Bootstrap analyses show that the variance of actual performance is higher than would be expected by chance, suggesting that some investors consistently outperform. Extending the Bayesian approach of Korteweg and Sorensen, we estimate that a one-standard-deviation increase in skill leads to an increase in annual returns of between one and two percentage points. These results are stronger in the earlier part of the sample period and for venture funds."
Where Is the Risk in Value? Evidence from a Market-to-Book Decomposition,ANDREY GOLUBOV,09 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12836,"ABSTRACTWe study the value premium using the multiples-based market-to-book decomposition of Rhodes-Kropf, Robinson, and Viswanathan (2005). The market-to-value component drivesallof the value strategy return, while the value-to-book component exhibits no return predictability in either portfolio sorts or firm-level regressions. Existing results linking market-to-book to operating leverage, duration, exposure to investment-specific technology shocks, and analysts’ risk ratings derive from the unpriced value-to-book component. In contrast, results on expectation errors, limits to arbitrage, and certain types of cash flow risk and consumption risk exposure are due to the market-to-value component. Overall, our evidence casts doubt on several value premium theories."
A Dynamic Model of Characteristic-Based Return Predictability,AYDOĞAN ALTI,08 August 2019,The Journal of Finance,,/doi/10.1111/jofi.12839,"ABSTRACTWe present a dynamic model that links characteristic-based return predictability to systematic factors that determine the evolution of firm fundamentals. In the model, an economy-wide disruption process reallocates profits from existing businesses to new projects and thus generates a source of systematic risk for portfolios of firms sorted on value, profitability, and asset growth. If investors are overconfident about their ability to evaluate the disruption climate, these characteristic-sorted portfolios exhibit persistent mispricing. The model generates predictions about the conditional predictability of characteristic-sorted portfolio returns and illustrates how return persistence increases the likelihood of observing characteristic-based anomalies."
Over-the-Counter Market Frictions and Yield Spread Changes,NILS FRIEWALD,30 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12827,"ABSTRACTWe empirically study whether systematic over-the-counter (OTC) market frictions drive the large unexplained common factor in yield spread changes. Using transaction data on U.S. corporate bonds, we find that marketwide inventory, search, and bargaining frictions explain 23.4% of the variation in the common component. Systematic OTC frictions thus substantially improve the explanatory power of yield spread changes and account for one-third of their total explained variation. Search and bargaining frictions combined explain more in the common dynamics of yield spread changes than inventory frictions. Our findings support the implications of leading theories of intermediation frictions in OTC markets."
AMERICAN FINANCE ASSOCIATION,John Graham,14 November 2019,The Journal of Finance,,/doi/10.1111/jofi.12850,
The Dividend Disconnect,SAMUEL M. HARTZMARK,13 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12785,"ABSTRACTMany individual investors, mutual funds, and institutions trade as if dividends and capital gains are disconnected attributes, not fully appreciating that dividends result in price decreases. Behavioral trading patterns (e.g., the disposition effect) are driven by price changes instead of total returns. Investors rarely reinvest dividends, and trade as if dividends are a separate, stable income stream. Analysts fail to account for the effect of dividends on price, leading to optimistic price forecasts for dividend-paying stocks. Demand for dividends is systematically higher in periods of low interest rates and poor market performance, leading to lower returns for dividend-paying stocks."
Stock Returns over the FOMC Cycle,ANNA CIESLAK,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12818,"ABSTRACTWe document that since 1994, the equity premium is earned entirely in weeks 0, 2, 4, and 6 in Federal Open Market Committee (FOMC) cycle time, that is, even weeks starting from the last FOMC meeting. We causally tie this fact to the Fed by studying intermeeting target changes, Fed funds futures, and internal Board of Governors meetings. The Fed has affected the stock market via unexpectedly accommodating policy, leading to large reductions in the equity premium. Evidence suggests systematic informal communication of Fed officials with the media and financial sector as a channel through which news about monetary policy has reached the market."
Foreclosure Contagion and the Neighborhood Spillover Effects of Mortgage Defaults,ARPIT GUPTA,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12821,"ABSTRACTIn this paper, I identify shocks to interest rates resulting from two administrative details in adjustable-rate mortgage contract terms: the choice of financial index and the choice of lookback period. I find that a 1 percentage point increase in interest rate at the time of adjustable-rate mortgage (ARM) reset results in a 2.5 percentage increase in the probability of foreclosure in the following year, and that each foreclosure filing leads to an additional 0.3 to 0.6 completed foreclosures within a 0.10-mile radius. In explaining this result, I emphasize price effects, bank-supply responses, and borrower responses arising from peer effects."
Limited Investment Capital and Credit Spreads,EMIL N. SIRIWARDANE,18 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12777,"ABSTRACTUsing proprietary credit default swap (CDS) data, I investigate how capital shocks at protection sellers impact pricing in the CDS market. Seller capital shocks—measured as CDS portfolio margin payments—account for 12% of the time-series variation in weekly spread changes, a significant amount given that standard credit factors account for 18% during my sample. In addition, seller shocks possess information for spreads that is independent of institution-wide measures of constraints. These findings imply a high degree of market segmentation, and suggest that frictions within specialized financial institutions prevent capital from flowing into the market at shorter horizons."
How Do Investment Ideas Spread through Social Interaction? Evidence from a Ponzi Scheme,VILLE RANTALA,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12822,"ABSTRACTA unique data set from a large Ponzi scheme allows me to study word-of-mouth diffusion of investment information. Investors could join the scheme only by invitation from an existing member, which allows me to observe how the idea spreads from one person to the next based on inviter-invitee relationships. I find that the observed social network has a scale-free connectivity structure, which significantly facilitates the diffusion of the investment idea and contributes to the growth and survival of the socially spreading Ponzi scheme. I further find that investors invest more if their inviter has comparatively higher age, education, and income."
The Globalization Risk Premium,JEAN-NOËL BARROT,18 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12780,"ABSTRACTIn this paper, we investigate how globalization is reflected in asset prices. We use shipping costs to measure firms' exposure to globalization. Firms in low shipping cost industries carry a 7% risk premium, suggesting that their cash flows covary negatively with investors' marginal utility. We find that the premium emanates from the risk of displacement of least efficient firms triggered by import competition. These findings suggest that foreign productivity shocks are associated with times when consumption is dear for investors. We discuss conditions under which a standard model of trade with asset prices can rationalize this puzzle."
Proxy Advisory Firms: The Economics of Selling Information to Voters,ANDREY MALENKO,17 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12779,"ABSTRACTWe analyze how proxy advisors, which sell voting recommendations to shareholders, affect corporate decision-making. If the quality of the advisor's information is low, there is overreliance on its recommendations and insufficient private information production. In contrast, if the advisor's information is precise, it may be underused because the advisor rations its recommendations to maximize profits. Overall, the advisor's presence leads to more informative voting only if its information is sufficiently precise. We evaluate several proposals on regulating proxy advisors and show that some suggested policies, such as reducing proxy advisors' market power or decreasing litigation pressure, can have negative effects."
Personal Experiences and Expectations about Aggregate Outcomes,THERESA KUCHLER,03 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12819,"ABSTRACTUsing novel survey data, we document that individuals extrapolate from recent personal experiences when forming expectations about aggregate economic outcomes. Recent locally experienced house price movements affect expectations about future U.S. house price changes and higher experienced house price volatility causes respondents to report a wider distribution over expected U.S. house price movements. When we exploit within-individual variation in employment status, we find that individuals who personally experience unemployment become more pessimistic about future nationwide unemployment. The extent of extrapolation is unrelated to how informative personal experiences are, is inconsistent with risk adjustment, and is more pronounced for less sophisticated individuals."
Do Portfolio Manager Contracts Contract Portfolio Management?,JUNG HOON LEE,13 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12823,"ABSTRACTMost mutual fund managers have performance-based contracts. Our theory predicts that mutual fund managers with asymmetric contracts and mid-year performance close to their announced benchmark increase their portfolio risk in the second part of the year. As predicted by our theory, performance deviation from the benchmark decreases risk-shifting only for managers with performance contracts. Deviation from the benchmark dominates incentives from the flow-performance relation, suggesting that risk-shifting is motivated more by management contracts than by a tournament to capture flows."
The Best of Both Worlds: Accessing Emerging Economies via Developed Markets,JOON WOO BAE,01 June 2019,The Journal of Finance,,/doi/10.1111/jofi.12817,"ABSTRACTA growing body of evidence suggests that the benefits of international diversification via developed markets have declined dramatically. While emerging markets still offer diversification opportunities, their public equity indices capture only a fraction of emerging countries' economic activity. We propose a diversification approach that exploits the global connectedness of developed countries to gain exposure to emerging countries' overall economies rather than their shallow equity markets. In doing so, we demonstrate that developed marketsstilloffer substantial diversification benefits beyond those available through equity indices. Our results suggest that relying on equity indices to assess diversification benefits understates diversification gains."
Ratings Quality and Borrowing Choice,DOMINIQUE C. BADOER,31 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12820,"ABSTRACTPast studies document that incentive conflicts may lead issuer-paid credit rating agencies to provide optimistically biased ratings. In this paper, we present evidence that investors question the quality of issuer-paid ratings and raise corporate bond yields where the issuer-paid rating is more positive than benchmark investor-paid ratings. We also find that some firms with favorable issuer-paid ratings substitute public bonds with borrowings from informed intermediaries to mitigate the “lemons discount” associated with poor quality ratings. Overall, our results suggest that the quality of issuer-paid ratings has significant effects on borrowing costs and the choice of debt."
"Reassessing False Discoveries in Mutual Fund Performance: Skill, Luck, or Lack of Power?",ANGIE ANDRIKOGIANNOPOULOU,07 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12784,"ABSTRACTBarras, Scaillet, and Wermers propose the false discovery rate (FDR) to separate skill (alpha) from luck in fund performance. Using simulations with parameters informed by the data, we find that this methodology is conservative and underestimates the proportion of nonzero-alpha funds. For example, 65% of funds with economically large alphas of±2%are misclassified as zero alpha. This bias arises from the low signal-to-noise ratio in fund returns and the resulting low statistical power. Our results question FDR's applicability in performance evaluation and other domains with low power, and can materially change the conclusion that most funds have zero alpha."
A Note on “Risk Reduction in Large Portfolios: Why Imposing the Wrong Constraints Helps”,RAVI JAGANNATHAN,02 July 2019,The Journal of Finance,,/doi/10.1111/jofi.12824,"ABSTRACTThis note corrects an error in the proof of Proposition 2 of “Risk Reduction in Large Portfolios: Why Imposing the Wrong Constraint Helps” that appeared in theJournal of Finance, August 2003."
Presidential Address: Collateral and Commitment,PETER M. DEMARZO,15 July 2019,The Journal of Finance,,/doi/10.1111/jofi.12782,"ABSTRACTOptimal dynamic capital structure choice is fundamentally a problem of commitment. In a standard trade-off setting with shareholder-debtholder agency conflicts, full commitment counterfactually predicts the firm would rely almost exclusively on debt financing. Conversely, absent commitment a Modigliani-Miller-like value irrelevance and policy indeterminacy result holds. Thus, the content of dynamic trade-off theory must depend on the commitment technology. In this context, collateral is valuable as a low-cost commitment device. Because ex ante optimal commitments are likely to be suboptimal ex post, observed capital structure dynamics will exhibit hysteresis and depart significantly from standard predictions."
Price Discovery without Trading: Evidence from Limit Orders,JONATHAN BROGAARD,18 March 2019,The Journal of Finance,,/doi/10.1111/jofi.12769,"ABSTRACTWe analyze
 the contribution to price discovery of market and limit orders by high-frequency traders (HFTs) and non-HFTs. While market orders have a larger individual price impact, limit orders are far more numerous. This results in price discovery occurring predominantly through limit orders. HFTs submit the bulk of limit orders and these limit orders provide most of the price discovery. Submissions of limit orders and their contribution to price discovery fall with volatility due to changes in HFTs’ behavior. Consistent with adverse selection arising from faster reactions to public information, HFTs’ informational advantage is partially explained by public information."
Real Anomalies,JULES H. van BINSBERGEN,18 March 2019,The Journal of Finance,,/doi/10.1111/jofi.12771,"ABSTRACTWe examine the importance of cross-sectional asset pricing anomalies (alphas) for the real economy. To this end, we develop a novel quantitative model of the cross-section of firms that features lumpy investment and informational inefficiencies, while yielding distributions in closed form. Our findings indicate that anomalies can cause material real inefficiencies, which raises the possibility that agents who help eliminate them add significant value to the economy. The model shows that the magnitude of alphas alone is a poor indicator of real outcomes, and highlights the importance of the alpha persistence, the amount of mispriced capital, and the Tobin'sqof firms affected."
Capital Share Dynamics When Firms Insure Workers,BARNEY HARTMAN-GLASER,30 March 2019,The Journal of Finance,,/doi/10.1111/jofi.12773,"ABSTRACTAlthough the aggregate capital share of U.S. firms has increased, capital share at the firm-level has decreased. This divergence is due to mega-firms that produce a larger output share without a proportionate increase in labor compensation. We develop a model in which firms insure workers against firm-specific shocks, with more productive firms allocating more rents to shareholders, while less productive firms endogenously exit. Increasing firm-level risk delays exit and increases the measure of mega-firms, raising (lowering) the aggregate (average) capital share. An increase in the level of rents magnifies this effect. We present evidence that supports this mechanism."
Capital Share Risk in U.S. Asset Pricing,MARTIN LETTAU,30 March 2019,The Journal of Finance,,/doi/10.1111/jofi.12772,"ABSTRACTA single macroeconomic factor based on growth in the capital share of aggregate income exhibits significant explanatory power for expected returns across a range of equity characteristic portfolios and nonequity asset classes, with risk price estimates that are of the same sign and similar in magnitude. Positive exposure to capital share risk earns a positive risk premium, commensurate with recent asset pricing models in which redistributive shocks shift the share of income between the wealthy, who finance consumption primarily out of asset ownership, and workers, who finance consumption primarily out of wages and salaries."
Labor-Technology Substitution: Implications for Asset Pricing,MIAO BEN ZHANG,26 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12766,"ABSTRACTThis paper studies the asset pricing implications of a firm's opportunities to replace routine-task labor with automation. I develop a model in which firms optimally undertake such replacement when their productivity is low. Hence, firms with routine-task labor maintain a replacement option that hedges their value against unfavorable macroeconomic shocks and lowers their expected returns. Using establishment-level occupational data, I construct a measure of firms' share of routine-task labor. Compared to their industry peers, firms with a higher share of routine-task labor (i) invest more in machines and reduce more routine-task labor during economic downturns, and (ii) have lower expected stock returns."
Time-Varying Asset Volatility and the Credit Spread Puzzle,DU DU,27 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12765,"ABSTRACTMost extant structural credit risk models underestimate credit spreads—a shortcoming known as the credit spread puzzle. We consider a model with priced stochastic asset risk that is able to fit medium- to long-term spreads. The model, augmented by jumps to help explain short-term spreads, is estimated on firm-level data and identifies significant asset variance risk premia. An important feature of the model is the significant time variation in risk premia induced by the uncertainty about asset risk. Various extensions are considered, among them optimal leverage and endogenous default."
What Is the Expected Return on a Stock?,IAN W. R. MARTIN,18 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12778,"ABSTRACTWe derive a formula for the expected return on a stock in terms of the risk-neutral variance of the market and the stock's excess risk-neutral variance relative to that of the average stock. These quantities can be computed from index and stock option prices; the formula has no free parameters. The theory performs well empirically both in and out of sample. Our results suggest that there is considerably more variation in expected returns, over time and across stocks, than has previously been acknowledged."
Nonlinearity and Flight-to-Safety in the Risk-Return Trade-Off for Stocks and Bonds,TOBIAS ADRIAN,17 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12776,"ABSTRACTWe document a highly significant, strongly nonlinear dependence of stock and bond returns on past equity market volatility as measured by the VIX. We propose a new estimator for the shape of the nonlinear forecasting relationship that exploits variation in the cross-section of returns. The nonlinearities are mirror images for stocks and bonds, revealing flight-to-safety: expected returns increase for stocks when volatility increases from moderate to high levels while they decline for Treasuries. These findings provide support for dynamic asset pricing theories in which the price of risk is a nonlinear function of market volatility."
"Costly Information Acquisition, Social Networks, and Asset Prices: Experimental Evidence",EDWARD HALIM,27 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12768,"ABSTRACTWe design an experiment to study the implications of information networks for incentives to acquire costly information, market liquidity, investors' earnings, and asset price characteristics in a financial market. Social communication crowds out information production as a result of an agent's temptation to free ride on the signals purchased by her neighbors. Although information exchange among traders increases trading volume, improves liquidity, and enhances the ability of asset prices to reflect the available information in the market, it fails to improve price informativeness. Net earnings and social welfare are higher with information sharing due to reduced acquisition of costly signals."
"CEO Horizon, Optimal Pay Duration, and the Escalation of Short-Termism",IVAN MARINOVIC,18 March 2019,The Journal of Finance,,/doi/10.1111/jofi.12770,"ABSTRACTThis paper studies optimal contracts when managers manipulate their performance measure at the expense of firm value. Optimal contracts defer compensation. The manager's incentives vest over time at an increasing rate, and compensation becomes very sensitive to short-term performance. This generates an endogenous horizon problem whereby managers intensify performance manipulation in their final years in office. Contracts are designed to encourage effort while minimizing the adverse effects of manipulation. We characterize the optimal mix of short- and long-term compensation along the manager's tenure, the optimal vesting period of incentive pay, and the dynamics of short-termism over the CEO's tenure."
"Income Hedging, Dynamic Style Preferences, and Return Predictability",JAWAD M. ADDOUM,18 April 2019,The Journal of Finance,,/doi/10.1111/jofi.12775,"ABSTRACTWe propose a theoretical measure of income hedging demand and show that it affects asset prices. We focus on the value factor and first demonstrate that our demand estimates are correlated with the actual demands of retail and mutual fund investors. We then show that the aggregate high-minus-low (HML) demand predicts HML returns. Exploiting the state-level variation in income risk, we demonstrate that state-level hedging demands predict state-level HML returns. A long-short portfolio that exploits this hedging-induced predictability earns an annualized risk-adjusted return of 6%."
"Corrigendum for Dividend Dynamics, Learning, and Expected Stock Index Returns",RAVI JAGANNATHAN,30 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12786,
Report of the Editor of The Journal of Finance for the Year 2018,STEFAN NAGEL,07 May 2019,The Journal of Finance,,/doi/10.1111/jofi.12781,
High-Frequency Trading around Large Institutional Orders,VINCENT VAN KERVEL,14 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12759,"ABSTRACTLiquidity suppliers lean against the wind. We analyze whether high-frequency traders (HFTs) lean against large institutional orders that execute through a series of child orders. The alternative is HFTs trading with the wind, that is, in the same direction. We find that HFTs initially lean against these orders but eventually change direction and take positions in the same direction for the most informed institutional orders. Our empirical findings are consistent with investors trading strategically on their information. When deciding trade intensity, they seem to trade off higher speculative profits against higher risk of being detected and preyed on by HFTs."
Liquidity Risk and the Dynamics of Arbitrage Capital,PÉTER KONDOR,10 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12757,"ABSTRACTWe develop a continuous-time model of liquidity provision in which hedgers can trade multiple risky assets with arbitrageurs. Arbitrageurs have constant relative risk-aversion (CRRA) utility, while hedgers' asset demand is independent of wealth. An increase in hedgers' risk aversion can make arbitrageurs endogenously more risk-averse. Because arbitrageurs generate endogenous risk, an increase in their wealth or a reduction in their CRRA coefficient can raise risk premia despite Sharpe ratios declining. Arbitrageur wealth is a priced risk factor because assets held by arbitrageurs offer high expected returns but suffer the most when wealth drops. Aggregate illiquidity, which declines in wealth, captures that factor."
Employee Stock Option Exercise and Firm Cost,JENNIFER N. CARPENTER,16 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12752,"ABSTRACTWe develop an empirical model of employee stock option exercise that is suitable for valuation and allows for behavioral channels. We estimate exercise rates as functions of option, stock, and employee characteristics using all employee exercises at 88 public firms, 27 of them in the S&P 500. Increasing vesting frequency from annual to monthly reduces option value by 11% to 16%. Men exercise faster, reducing value by 2% to 4%, while top employees exercise slower, increasing value by 2% to 7%. Finally, we develop an analytic valuation approximation that is more accurate than methods used in practice."
Brokers versus Retail Investors: Conflicting Interests and Dominated Products,MARK EGAN,20 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12763,"ABSTRACTI study how brokers distort household investment decisions. Using a novel convertible bond data set, I find that consumers often purchase dominated bonds—cheap and expensive otherwise-identical bonds coexist in the market. Brokers are incentivized to sell the dominated bonds, typically earning two times greater fees for selling them. I develop and estimate a broker-intermediated search model that rationalizes this behavior. The estimates indicate that costly search is a key friction in financial markets, but the effects of search costs are compounded when brokers are incentivized to direct the search of consumers toward high-fee inferior products."
Venture Capital and Capital Allocation,GIORGIA PIACENTINO,13 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12756,"ABSTRACTI show that venture capitalists' motivation to build reputation can have beneficial effects in the primary market, mitigating information frictions and helping firms go public. Because uninformed reputation-motivated venture capitalists want to appear informed, they are biased against backing firms—by not backing firms, they avoid taking low-value firms to market, which would ultimately reveal their lack of information. In equilibrium, reputation-motivated venture capitalists back relatively few bad firms, creating a certification effect that mitigates information frictions. However, they also back relatively few good firms, and thus, reputation motivation decreases welfare when good firms are abundant or profitable."
Trade Network Centrality and Currency Risk Premia,ROBERT J. RICHMOND,04 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12755,"ABSTRACTI uncover an economic source of exposure to global risk that drives international asset prices. Countries that are more central in the global trade network have lower interest rates and currency risk premia. To explain these findings, I present a general equilibrium model in which central countries' consumption growth is more exposed to global consumption growth shocks. This causes the currencies of central countries to appreciate in bad times, resulting in lower interest rates and currency risk premia. Empirically, central countries' consumption growth covaries more with world consumption growth, further validating the proposed mechanism."
"Optimal Contracting, Corporate Finance, and Valuation with Inalienable Human Capital",PATRICK BOLTON,20 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12761,"ABSTRACTA risk-averse entrepreneur with access to a profitable venture needs to raise funds from investors. She cannot indefinitely commit her human capital to the venture, which limits the firm's debt capacity, distorts investment and compensation, and constrains the entrepreneur's risk sharing. This puts dynamic liquidity and state-contingent risk allocation at the center of corporate financial management. The firm balances mean-variance investment efficiency and the preservation of financial slack. We show that in general the entrepreneur's net worth is overexposed to idiosyncratic risk and underexposed to systematic risk. These distortions are greater the closer the firm is to exhausting its debt capacity."
Leverage and the Cross-Section of Equity Returns,HITESH DOSHI,11 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12758,"ABSTRACTBuilding on theoretical asset pricing literature, we examine the role of market risk and the size, book-to-market (BTM), and volatility anomalies in the cross-section of unlevered equity returns. Compared with levered (stock) returns, unlevered market beta plays a more important role in explaining the cross-section of unlevered equity returns, even after controlling for size and BTM. The size effect is weakened, while the value premium and the volatility puzzle virtually disappear for unlevered returns. We show that leverage induces heteroskedasticity in returns. Unlevering returns removes this pattern, which is otherwise difficult to address by controlling for leverage in regressions."
Household Debt Overhang and Unemployment,JASON RODERICK DONALDSON,15 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12760,"ABSTRACTWe use a labor-search model to explain why the worst employment slumps often follow expansions of household debt. We find that households protected by limited liability suffer from a household-debt-overhang problem that leads them to require high wages to work. Firms respond by posting high wages but few vacancies. Thisvacancy posting effectimplies that high household debt leads to high unemployment. Even though households borrow from banks via bilaterally optimal contracts, the equilibrium level of household debt is inefficiently high due to ahousehold-debt externality. We analyze the role that a financial regulator can play in mitigating this externality."
"Financial Markets, the Real Economy, and Self-Fulfilling Uncertainties",JESS BENHABIB,17 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12764,"ABSTRACTWe develop a model of informational interdependence between financial markets and the real economy, linking economic uncertainty to information production and aggregate economic activities in general equilibrium. Themutuallearning between financial markets and the real economy creates a strategic complementarity in their information production, leading to self-fulfilling surges in economic uncertainties. In a dynamic setting, our model characterizes self-fulfilling uncertainty traps with two steady-state equilibria and a two-stage economic crisis in transitional dynamics."
On Equilibrium When Contingent Capital Has a Market Trigger: A Correction to Sundaresan and Wang Journal of Finance (2015),GEORGE PENNACCHI,18 February 2019,The Journal of Finance,,/doi/10.1111/jofi.12762,"ABSTRACTThis paper identifies an error in Sundaresan and Wang (2015, hereafter SW) that invalidates its Theorem 1. The paper develops a model of contingent capital (CC) with a stock price trigger that is consistent with SW's framework and yields closed-form solutions for stock and CC prices. Yet, the model shows that unique stock price equilibria exist for a broader range of CC contractual terms than those required by SW. Specifically, when conversion terms benefit CC investors and penalize shareholders, a unique equilibrium can exist rather than the multiple equilibria stated in SW."
Political Connections and Allocative Distortions,DAVID SCHOENHERR,14 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12751,"ABSTRACTExploiting a unique institutional setting in Korea, this paper documents that politicians can increase the amount of government resources allocated through their social networks to the benefit of private firms connected to these networks. After winning the election, the new president appoints members of his networks as CEOs of state-owned firms that act as intermediaries in allocating government contracts to private firms. In turn, these state firms allocate significantly more procurement contracts to private firms with a CEO from the same network. Contracts allocated to connected private firms are executed systematically worse and exhibit more frequent cost increases through renegotiations."
Portfolio Manager Compensation in the U.S. Mutual Fund Industry,LINLIN MA,12 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12749,"ABSTRACTWe study compensation contracts of individual portfolio managers using hand-collected data of over 4,500 U.S. mutual funds. Variations in the compensation structures are broadly consistent with an optimal contracting equilibrium. The likelihood of explicit performance-based incentives is positively correlated with the intensity of agency conflicts, as proxied by the advisor's clientele dispersion, its affiliations in the financial industry, and its ownership structure. Investor sophistication and the threat of dismissal in outsourced funds serve as substitutes for explicit performance-based incentives. Finally, we find little evidence of differences in future performance associated with any particular compensation arrangement."
Sticky Expectations and the Profitability Anomaly,JEAN-PHILIPPE BOUCHAUD,07 October 2018,The Journal of Finance,,/doi/10.1111/jofi.12734,"ABSTRACTWe propose a theory of the “profitability” anomaly. In our model, investors forecast future profits using a signal and sticky belief dynamics. In this model, past profits forecast future returns (the profitability anomaly). Using analyst forecast data, we measure expectation stickiness at the firm level and find strong support for three additional model predictions: (1) analysts are on average too pessimistic regarding the future profits of high-profit firms, (2) the profitability anomaly is stronger for stocks that are followed by stickier analysts, and (3) the profitability anomaly is stronger for stocks with more persistent profits."
An Explanation of Negative Swap Spreads: Demand for Duration from Underfunded Pension Plans,SVEN KLINGLER,13 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12750,"ABSTRACTThe 30-year U.S. swap spreads have been negative since September 2008. We offer a novel explanation for this persistent anomaly. Through an illustrative model, we show that underfunded pension plans optimally use swaps for duration hedging. Combined with dealer banks' balance sheet constraints, this demand can drive swap spreads to become negative. Empirically, we construct a measure of the aggregate funding status of defined benefit pension plans and show that this measure helps explain 30-year swap spreads. We find a similar link between pension funds' underfunding and swap spreads for two other regions."
"Stealing Deposits: Deposit Insurance, Risk-Taking, and the Removal of Market Discipline in Early 20th-Century Banks",CHARLES W. CALOMIRIS,16 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12753,"ABSTRACTDeposit insurance reduces liquidity risk but can increase insolvency risk by encouraging reckless behavior. Several U.S. states installed deposit insurance laws before the creation of the Federal Deposit Insurance Corporation, and those laws applied only to some depository institutions within those states. These experiments present a unique testing ground for investigating the effect of deposit insurance. We show that deposit insurance removed market discipline constraining uninsured banks. Taking advantage of World War I's rise in world agricultural prices, insured banks increased their insolvency risk and competed aggressively for deposits. When prices fell after the war, the insurance systems collapsed and suffered high losses."
Who Finances Durable Goods and Why It Matters: Captive Finance and the Coase Conjecture,JUSTIN MURFIN,19 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12745,"ABSTRACTWe propose that, by financing their own product sales through captive finance subsidiaries, durable goods manufacturers commit to higher resale values for their products in future periods. Using data on captive financing by the manufacturers of heavy equipment, we find that captive-backed models have lower price depreciation. The evidence is consistent with captive finance helping manufacturers commit to ex-post actions that support used machine prices. This, in turn, conveys higher pledgeability for captive-backed products, even for individual machines financed by banks. Although motivated as a rent-seeking device, captive financing generates positive spillovers by relaxing credit constraints."
The Dynamic Properties of Financial-Market Equilibrium with Trading Fees,ADRIAN BUSS,12 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12744,"ABSTRACTWe incorporate trading fees into a dynamic, multiagent general-equilibrium model in which traders optimally decide when to trade. For that purpose, we propose an innovative algorithm that synchronizes the traders. Securities prices are not so much affected by the payment of the fees itself, but rather by the trade-off that the traders face between smoothing consumption and smoothing holdings. In calibrated examples, the interest rate and welfare decline with trading fees, while risk premia and volatilities increase. Liquidity risk and expected liquidity are priced, leading to deviations from the consumption-CAPM. With trading fees, capital is slow-moving, generating slow price reversal."
Equity Misvaluation and Default Options,ASSAF EISDORFER,18 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12748,"ABSTRACTWe study whether default options are mispriced in equity values by employing a structural equity valuation model that explicitly takes into account the value of the option to default (or abandon the firm) and uses firm-specific inputs. We implement our model on the entire cross section of stocks and identify both over- and underpriced equities. An investment strategy that buys undervalued stocks and shorts overvalued stocks generates an annual four-factor alpha of about 11% for U.S. stocks. The model's performance is stronger for stocks with a higher value of the default option, such as distressed or highly volatile stocks."
Stockholders’ Unrealized Returns and the Market Reaction to Financial Disclosures,ERIC WEISBROD,13 December 2018,The Journal of Finance,,/doi/10.1111/jofi.12743,"ABSTRACTUsing both investor- and stock-level data, I examine the relation between stockholders’ unrealized returns since purchase and the market response to earnings announcements. I demonstrate that stockholders’ unrealized gain/loss position moderates their trading behavior in response to earnings announcements. I also find that this behavior generates a short-window return underreaction to earnings news. My results are generally consistent with predictions from prospect theory regarding the manner in which stockholders’ unrealized returns moderate their trading response to belief shocks. However, my results also suggest that an emotional component (i.e., regret-avoidance/pride-seeking) is necessary to explain the observed investor behavior."
