title,author,publication_year,journal_name,doiabstract,doi,abstract
What Doesn't Kill You Will Only Make You More Risk-Loving: Early-Life Disasters and CEO Behavior,GENNARO BERNILE,27 May 2016,The Journal of Finance,,/doi/10.1111/jofi.12432,"ABSTRACTThe literature on managerial style posits a linear relation between a chief executive officer's (CEOs) past experiences and firm risk. We show that there is a nonmonotonic relation between the intensity of CEOs’ early-life exposure to fatal disasters and corporate risk-taking. CEOs who experience fatal disasters without extremely negative consequences lead firms that behave more aggressively, whereas CEOs who witness the extreme downside of disasters behave more conservatively. These patterns manifest across various corporate policies including leverage, cash holdings, and acquisition activity. Ultimately, the link between CEOs’ disaster experience and corporate policies has real economic consequences on firm riskiness and cost of capital."
Resident Networks and Corporate Connections: Evidence from World War II Internment Camps,LAUREN COHEN,01 March 2016,The Journal of Finance,,/doi/10.1111/jofi.12407,"ABSTRACTUsing customs and port authority data, we show that firms are significantly more likely to trade with countries that have a large resident population near their firm headquarters, and that these connected trades are their most valuable international trades. Using the formation of World War II Japanese internment camps to isolate exogenous shocks to local ethnic populations, we identify a causal link between local networks and firm trade. Firms are also more likely to acquire target firms, and report increased segment sales, in connected countries. Our results point to a surprisingly large role of immigrants as economic conduits for firms."
The Real Effects of Credit Ratings: The Sovereign Ceiling Channel,HEITOR ALMEIDA,02 June 2016,The Journal of Finance,,/doi/10.1111/jofi.12434,"ABSTRACTWe show that sovereign debt impairments can have a significant effect on financial markets and real economies through a credit ratings channel. Specifically, we find that firms reduce their investment and reliance on credit markets due to a rising cost of debt capital following a sovereign rating downgrade. We identify these effects by exploiting exogenous variation in corporate ratings due to rating agencies' sovereign ceiling policies, which require that firms' ratings remain at or below the sovereign rating of their country of domicile."
Financial Contracting and Organizational Form: Evidence from the Regulation of Trade Credit,EMILY BREZA,04 August 2016,The Journal of Finance,,/doi/10.1111/jofi.12439,"ABSTRACTWe present evidence that restrictions to the set of feasible financial contracts affect buyer-supplier relationships and the organizational form of the firm. We exploit a regulation that restricted the maturity of the trade credit contracts that a large retailer could sign with some of its small suppliers. Using a within-product difference-in-differences identification strategy, we find that the restriction reduces the likelihood of trade by 11%. The retailer also responds by internalizing procurement to its own subsidiaries and reducing overall purchases. Finally, we find that relational contracts can mitigate the inability to extend long trade credit terms."
Buyout Activity: The Impact of Aggregate Discount Rates,VALENTIN HADDAD,19 September 2016,The Journal of Finance,,/doi/10.1111/jofi.12464,"ABSTRACTBuyout booms form in response to declines in the aggregate risk premium. We document that the equity risk premium is the primary determinant of buyout activity rather than credit-specific conditions. We articulate a simple explanation for this phenomenon: a low risk premium increases the present value of performance gains and decreases the cost of holding an illiquid investment. A panel of U.S. buyouts confirms this view. The risk premium shapes changes in buyout characteristics over the cycle, including their riskiness, leverage, and performance. Our results underscore the importance of the risk premium in corporate finance decisions."
Asset Pricing with Countercyclical Household Consumption Risk,GEORGE M. CONSTANTINIDES,21 September 2016,The Journal of Finance,,/doi/10.1111/jofi.12471,"ABSTRACTWe show that shocks to household consumption growth are negatively skewed, persistent, countercyclical, and drive asset prices. We construct a parsimonious model where heterogeneous households have recursive preferences. A single state variable drives the conditional cross-sectional moments of household consumption growth. The estimated model fits well the unconditional cross-sectional moments of household consumption growth and the moments of the risk-free rate, equity premium, price-dividend ratio, and aggregate dividend and consumption growth. The model-implied risk-free rate and price-dividend ratio are procyclical, while the market return has countercyclical mean and variance. Finally, household consumption risk explains the cross section of excess returns."
"Local Risk, Local Factors, and Asset Prices",SELALE TUZEL,19 September 2016,The Journal of Finance,,/doi/10.1111/jofi.12465,"ABSTRACTFirm location affects firm risk through local factor prices. We find more procyclical factor prices such as wages and real estate prices in areas with more cyclical economies, namely, high “local beta” areas. While procyclical wages provide a natural hedge against aggregate shocks and reduce firm risk, procyclical prices of real estate, which are part of firm assets, increase firm risk. We confirm that firms located in higher local beta areas have lower industry-adjusted returns and conditional betas, and show that the effect is stronger among firms with low real estate holdings. A production-based equilibrium model explains these empirical findings."
Ex-Dividend Profitability and Institutional Trading Skill,TYLER R. HENRY,26 September 2016,The Journal of Finance,,/doi/10.1111/jofi.12472,"ABSTRACTWe use institutional trading data to examine whether skilled institutions exploit positive abnormal ex-dividend returns. Results show that institutions concentrate trading around certain ex-dates, and earn higher profits around these events. Dividend capture trades represent 6% of all institutional buy trades but contribute 15% of overall abnormal returns. Institutional dividend capture trading is persistent. Institutional ex-day profitability is also strongly cross-sectionally related to trade execution skill. The relation between execution skill and profits disappears around placebo non-ex-days. Results suggest that skilled institutions target certain opportunities rather than benefiting uniformly over time. Furthermore, only skilled institutions can profit from dividend capture."
Do ETFs Increase Volatility?,ITZHAK BEN-DAVID,22 September 2018,The Journal of Finance,,/doi/10.1111/jofi.12727,"ABSTRACTDue to their low trading costs, exchange-traded funds (ETFs) are a potential catalyst for short-horizon liquidity traders. The liquidity shocks can propagate to the underlying securities through the arbitrage channel, and ETFs may increase the nonfundamental volatility of the securities in their baskets. We exploit exogenous changes in index membership and find that stocks with higher ETF ownership display significantly higher volatility. ETF ownership increases the negative autocorrelation in stock prices. The increase in volatility appears to introduce undiversifiable risk in prices because stocks with high ETF ownership earn a significant risk premium of up to 56 basis points monthly."
Unscheduled News and Market Dynamics,JÉRÔME DUGAST,09 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12717,"ABSTRACTWhen unscheduled news arrives, investors react with a stochastic delay yet still may exploit new information. In this context, I study the equilibrium dynamics of limit order markets. Continuous idiosyncratic liquidity shocks result in trades on both sides of the order book. News therefore arrives at random times. Following news, order flows become unbalanced and market depth is consumed, leading to positive covariance between price variability, trading volume, and order book unbalances. Holding the unconditional price variability constant, news frequency has a negative effect on both market depth and the variability-volume covariance."
Arrested Development: Theory and Evidence of Supply-Side Speculation in the Housing Market,CHARLES G. NATHANSON,29 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12719,"ABSTRACTThis paper studies the role of disagreement in amplifying housing cycles. Speculation is easier in the land market than in the housing market due to frictions that make renting less efficient than owner-occupancy. As a result, undeveloped land facilitates construction and intensifies the speculation that causes booms and busts in house prices. This observation challenges the standard intuition that in cities where construction is easier, house price booms are smaller. It can also explain why the largest house price booms in the United States between 2000 and 2006 occurred in areas with elastic housing supply."
Influencing Control: Jawboning in Risk Arbitrage,WEI JIANG,09 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12721,"ABSTRACTIn an “activist risk arbitrage,” a shareholder attempts to improve terms of an announced M&A through public campaigns. Activists target deals with low premiums and those susceptible to managerial conflicts of interest, including going-private deals and deals in which CEOs receive outsized payments. Activist arbitrageurs are associated with a significant decrease in the probability that targets will be sold to the announced bidders, and an increase in the premium paid, both ex post among surviving deals and ex ante among all deals. Activist arbitrage serves as a governance mechanism in M&A and earns higher returns than passive arbitrage."
The Politics of Foreclosures,SUMIT AGARWAL,22 September 2018,The Journal of Finance,,/doi/10.1111/jofi.12725,"ABSTRACTThe U.S. House of Representatives Financial Services Committee considered many important banking reforms in 2009 to 2010. We show that, during this period, foreclosure starts on delinquent mortgages were delayed in the districts of committee members although there was no difference in delinquency rates between committee and noncommittee districts. In these areas, banks delayed the foreclosure starts by 0.5 months (relative to the 12-month average). The estimated cost of delay to lenders is an order of magnitude greater than the campaign contributions by the political action committees of the largest mortgage servicing banks to the committee members in that period."
Currency Risk Factors in a Recursive Multicountry Economy,RIC COLACITO,09 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12720,"ABSTRACTFocusing on the 10 most traded currencies, we provide empirical evidence regarding a significant heterogeneous exposure to global growth news shocks. We incorporate this empirical fact in a frictionless risk-sharing model with recursive preferences, multiple countries, and multiple consumption goods whose supply features both global and local short- and long-run shocks. Since news shocks are priced, heterogeneous exposure to long-lasting global growth shocks results in a relevant reallocation of international resources and currency adjustments. Our unified framework replicates the properties of the HML-FX and HML-NFA carry-trade strategies studied by Lustig, Roussanov, and Verdelhan and Della Corte, Riddiough, and Sarno."
Collateral Constraints and the Law of One Price: An Experiment,MARCO CIPRIANI,28 September 2018,The Journal of Finance,,/doi/10.1111/jofi.12722,"ABSTRACTWe test the asset pricing implications of collateralized borrowing (that is, of using assets as collateral to borrow money) in the laboratory. To this purpose, we develop a general equilibrium model with collateral constraints amenable to laboratory implementation and gather experimental data. In the laboratory, assets that can be leveraged fetch higher prices than assets that cannot, even though assets' payoffs are identical in all states of the world. Collateral value, therefore, creates deviations from the Law of One Price. The spread between collateralizeable and noncollateralizeable assets is significant and quantitatively close to theoretical predictions."
The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity,JOHN (JIANQIU) BAI,17 September 2018,The Journal of Finance,,/doi/10.1111/jofi.12726,"ABSTRACTWe provide evidence that the deregulation of U.S. state banking markets leads to a significant increase in the relative employment and capital growth of local firms with higher productivity, and that this effect is concentrated among young firms. Using financial data for a broad range of firms, our analysis suggests that this effect is driven by a shift in the composition of local bank credit supply toward more productive firms. We estimate that this effect translates into economically important gains in aggregate industry productivity and that changes in the allocation of labor play a central role in driving these gains."
Noncognitive Abilities and Financial Delinquency: The Role of Self-Efficacy in Avoiding Financial Distress,CAMELIA M. KUHNEN,23 September 2018,The Journal of Finance,,/doi/10.1111/jofi.12724,"ABSTRACTWe investigate a novel determinant of financial distress, namely, individuals' self-efficacy, or belief that their actions can influence the future. Individuals with high self-efficacy are more likely to take precautions that mitigate adverse financial shocks. They are subsequently less likely to default on their debt and bill payments, especially after experiencing negative shocks such as job loss or illness. Thus, noncognitive abilities are an important determinant of financial fragility and subjective expectations are an important factor in household financial decisions."
Sensation Seeking and Hedge Funds,STEPHEN BROWN,17 September 2018,The Journal of Finance,,/doi/10.1111/jofi.12723,"ABSTRACTWe show that, motivated by sensation seeking, hedge fund managers who own powerful sports cars take on more investment risk but do not deliver higher returns, resulting in lower Sharpe ratios, information ratios, and alphas. Moreover, sensation-seeking managers trade more frequently, actively, and unconventionally, and prefer lottery-like stocks. We show further that some investors are themselves susceptible to sensation seeking and that sensation-seeking investors fuel the demand for sensation-seeking managers. While investors perceive sensation seekers to be less competent, they do not fully appreciate the superior investment skills of sensation-avoiding fund managers."
AMERICAN FINANCE ASSOCIATION,Kenneth Singleton,29 November 2018,The Journal of Finance,,/doi/10.1111/jofi.12742,
Anomalies and News,JOSEPH ENGELBERG,09 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12718,"ABSTRACTUsing a sample of 97 stock return anomalies, we find that anomaly returns are 50% higher on corporate news days and six times higher on earnings announcement days. These results could be explained by dynamic risk, mispricing due to biased expectations, or data mining. We develop and conduct several unique tests to differentiate between these three explanations. Our results are most consistent with the idea that anomaly returns are driven by biased expectations, which are at least partly corrected upon news arrival."
Can Innovation Help U.S. Manufacturing Firms Escape Import Competition from China?,JOHAN HOMBERT,05 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12691,"ABSTRACTWe study whether R&D-intensive firms are more resilient to trade shocks. We correct for the endogeneity of R&D using tax-induced changes to R&D costs. While rising imports from China lead to slower sales growth and lower profitability, these effects are significantly smaller for firms with a larger stock of R&D (about half when moving from the bottom quartile to the top quartile of R&D). We provide evidence that this effect is explained by R&D allowing firms to increase product differentiation. As a result, while firms in import-competing industries cut capital expenditures and employment, R&D-intensive firms downsize considerably less."
Political Representation and Governance: Evidence from the Investment Decisions of Public Pension Funds,ALEKSANDAR ANDONOV,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12706,"ABSTRACTRepresentation on pension fund boards by state officials—often determined by statute decades past—is negatively related to the performance of private equity investments made by the pension fund, despite state officials’ relatively strong financial education and experience. Their underperformance appears to be partly driven by poor investment decisions consistent with political expediency, and is also positively related to political contributions from the finance industry. Boards dominated by elected rank-and-file plan participants also underperform, but to a smaller extent and due to these trustees’ lesser financial experience."
The Geography of Financial Misconduct,CHRISTOPHER A. PARSONS,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12704,"ABSTRACTFinancial misconduct (FM) rates differ widely between major U.S. cities, up to a factor of 3. Although spatial differences in enforcement and firm characteristics do not account for these patterns, city-level norms appear to be very important. For example, FM rates are strongly related to other unethical behavior, involving politicians, doctors, and (potentially unfaithful) spouses, in the city."
Expected Inflation and Other Determinants of Treasury Yields,GREGORY R. DUFFEE,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12700,"ABSTRACTShocks to nominal bond yields consist of news about expected future inflation, expected future real short rates, and expected excess returns—all over the bond's life. I estimate the magnitude of the first component for short- and long-maturity Treasury bonds. At a quarterly frequency, variances of news about expected inflation account for between 10% to 20% of variances of yield shocks. Standard dynamic models with long-run risk imply variance ratios close to 1. Habit formation models fare somewhat better. The magnitudes of shocks to real rates and expected excess returns cannot be determined reliably."
Asset Management within Commercial Banking Groups: International Evidence,MIGUEL A. FERREIRA,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12702,"ABSTRACTWe study the performance of equity mutual funds run by asset management divisions of commercial banking groups using a worldwide sample. We show that bank-affiliated funds underperform unaffiliated funds by 92 basis points per year. Consistent with conflicts of interest, the underperformance is more pronounced among those affiliated funds that overweight the stock of the bank's lending clients to a great extent. Divestitures of asset management divisions by banking groups support a causal interpretation of the results. Our findings suggest that affiliated fund managers support their lending divisions’ operations to reduce career concerns at the expense of fund investors."
Does Herding Behavior Reveal Skill? An Analysis of Mutual Fund Performance,HAO JIANG,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12699,"ABSTRACTWe uncover a negative relation between herding behavior and skill in the mutual fund industry. Our new, dynamic measure of fund-level herding captures the tendency of fund managers to follow the trades of the institutional crowd. We find that herding funds underperform their antiherding peers by over 2% per year. Differences in skill drive this performance gap: Antiherding funds make superior investment decisions even on stocks not heavily traded by institutions, and can anticipate the trades of the crowd; furthermore, the herding-antiherding performance gap is persistent, wider when skill is more valuable, and larger among managers with stronger career concerns."
Rankings and Risk-Taking in the Finance Industry,MICHAEL KIRCHLER,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12701,"ABSTRACTRankings are omnipresent in the finance industry, yet the literature is silent on how they impact financial professionals' behavior. Using lab-in-the-field experiments with 657 professionals and lab experiments with 432 students, we investigate how rank incentives affect investment decisions. We find that both rank and tournament incentives increase risk-taking among underperforming professionals, while only tournament incentives affect students. This rank effect is robust to the experimental frame (investment frame vs. abstract frame), to payoff consequences (own return vs. family return), to social identity priming (private identity vs. professional identity), and to professionals' gender (no gender differences among professionals)."
Quid Pro Quo? What Factors Influence IPO Allocations to Investors?,TIM JENKINSON,19 June 2018,The Journal of Finance,,/doi/10.1111/jofi.12703,"ABSTRACTUsing data from all of the leading international investment banks on 220 initial public offerings (IPOs) raising $160 billion between January 2010 and May 2015, we test the determinants of IPO allocations. We compare investors’ IPO allocations with proxies for their information production during bookbuilding and the broking (and other) revenues they generate for bookrunners. We find evidence consistent with information revelation theories. We also find strong support for the existence of a quid pro quo whereby broking revenues are a significant determinant of investors’ IPO allocations and profits. The quid pro quo remains when we control for unobserved investor characteristics and investor-bank relationships."
Do Rare Events Explain CDX Tranche Spreads?,SANG BYUNG SEO,09 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12705,"ABSTRACTWe investigate whether a model with time-varying probability of economic disaster can explain prices of collateralized debt obligations. We focus on senior tranches of the CDX, an index of credit default swaps on investment grade firms. These assets do not incur losses until a large fraction of previously stable firms default, and thus are deep out-of-the money put options on the overall economy. When calibrated to consumption data and to the equity premium, the model explains the spreads on CDX tranches prior to and during the 2008 to 2009 crisis."
Creditor Control Rights and Board Independence,DANIEL FERREIRA,21 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12692,"ABSTRACTWe find that the number of independent directors on corporate boards increases by approximately 24% following financial covenant violations in credit agreements. Most of these new directors have links to creditors. Firms that appoint new directors after violations are more likely to issue new equity, and to decrease payout, operational risk, and CEO cash compensation, than firms without such appointments. We conclude that a firm's board composition, governance, and policies are shaped by current and past credit agreements."
CMBS and Conflicts of Interest: Evidence from Ownership Changes for Servicers,MAISY WONG,08 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12690,"ABSTRACTSelf-dealing is potentially important but difficult to measure. In this paper, I study special servicers in commercial mortgage-backed securities (CMBS), which sell distressed assets on behalf of bondholders. Around 2010, ownership changes of four major servicers raised concerns that they may direct benefits to new owners' affiliates (buyers and service providers). Loans liquidated after ownership changes have greater loss rates than before (8 percentage points (p.p.), $2.3 billion in losses), relative to other (placebo) servicers. Together with a case study that tracks self-dealing purchases, the findings point to potential steering conflicts that could incentivize tunneling through fees to service providers."
Presidential Address: Pension Policy and the Financial System,DAVID S. SCHARFSTEIN,24 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12710,"ABSTRACTIn this paper, I examine the effect of pension policy on the structure of financial systems around the world. In particular, I explore the hypothesis that policies that promote pension savings also promote the development of capital markets. I present a model that endogenizes the extent to which savings are intermediated through banks or capital markets, and derive implications for corporate finance, household finance, banking, and the size of the financial sector. I then present a number of facts that are broadly consistent with the theory and examine a variety of alternative explanations of my findings."
Anticompetitive Effects of Common Ownership,JOSÉ AZAR,25 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12698,"ABSTRACTMany natural competitors are jointly held by a small set of large institutional investors. In the U.S. airline industry, taking common ownership into account implies increases in market concentration that are 10 times larger than what is “presumed likely to enhance market power” by antitrust authorities.1Within-route changes in common ownership concentration robustly correlate with route-level changes in ticket prices, even when we only use variation in ownership due to the combination of two large asset managers. We conclude that a hidden social cost—reduced product market competition—accompanies the private benefits of diversification and good governance."
A Tough Act to Follow: Contrast Effects in Financial Markets,SAMUEL M. HARTZMARK,16 April 2018,The Journal of Finance,,/doi/10.1111/jofi.12685,"ABSTRACTA contrast effect occurs when the value of a previously observed signal inversely biases perception of the next signal. We present the first evidence that contrast effects can distort prices in sophisticated and liquid markets. Investors mistakenly perceive earnings news today as more impressive if yesterday's earnings surprise was bad and less impressive if yesterday's surprise was good. A unique advantage of our financial setting is that we can identify contrast effects as an error in perceptions rather than expectations. Finally, we show that our results cannot be explained by an alternative explanation involving information transmission from previous earnings announcements."
Capital Commitment and Illiquidity in Corporate Bonds,HENDRIK BESSEMBINDER,14 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12694,"ABSTRACTWe study trading costs and dealer behavior in U.S. corporate bond markets from 2006 to 2016. Despite a temporary spike during the financial crisis, average trade execution costs have not increased notably over time. However, dealer capital commitment, turnover, block trade frequency, and average trade size decreased during the financial crisis and thereafter. These declines are attributable to bank-affiliated dealers, as nonbank dealers have increased their market commitment. Our evidence indicates that liquidity provision in the corporate bond markets is evolving away from the commitment of bank-affiliated dealer capital to absorb customer imbalances, and that postcrisis banking regulations likely contribute."
Efficiently Inefficient Markets for Assets and Asset Management,NICOLAE GÂRLEANU,11 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12696,"ABSTRACTWe consider a model where investors can invest directly or search for an asset manager, information about assets is costly, and managers charge an endogenous fee. The efficiency of asset prices is linked to the efficiency of the asset management market: if investors can find managers more easily, more money is allocated to active management, fees are lower, and asset prices are more efficient. Informed managers outperform after fees, uninformed managers underperform, while the average manager's performance depends on the number of “noise allocators.” Small investors should remain uninformed, but large and sophisticated investors benefit from searching for informed active managers since their search cost is low relative to capital. Hence, managers with larger and more sophisticated investors are expected to outperform."
The Dynamics of Financially Constrained Arbitrage,DENIS GROMB,09 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12689,"ABSTRACTWe develop a model in which financially constrained arbitrageurs exploit price discrepancies across segmented markets. We show that the dynamics of arbitrage capital are self-correcting: following a shock that depletes capital, returns increase, which allows capital to be gradually replenished. Spreads increase more for trades with volatile fundamentals or more time to convergence. Arbitrageurs cut their positions more in those trades, except when volatility concerns the hedgeable component. Financial constraints yield a positive cross-sectional relationship between spreads/returns and betas with respect to arbitrage capital. Diversification of arbitrageurs across markets induces contagion, but generally lowers arbitrageurs' risk and price volatility."
Estimating Private Equity Returns from Limited Partner Cash Flows,ANDREW ANG,10 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12688,ABSTRACTWe introduce a methodology to estimate the historical time series of returns to investment in private equity funds. The approach requires only an unbalanced panel of cash contributions and distributions accruing to limited partners and is robust to sparse data. We decompose private equity returns from 1994 to 2015 into a component due to traded factors and a time-varying private equity premium not spanned by publicly traded factors. We find cyclicality in private equity returns that differs according to fund type and is consistent with the conjecture that capital market segmentation contributes to private equity returns.
Networks in Production: Asset Pricing Implications,BERNARD HERSKOVIC,16 April 2018,The Journal of Finance,,/doi/10.1111/jofi.12684,"ABSTRACTIn this paper, I examine asset pricing in a multisector model with sectors connected through an input-output network. Changes in the network are sources of systematic risk reflected in equilibrium asset prices. Two characteristics of the network matter for asset prices: network concentration and network sparsity. These two production-based asset pricing factors are determined by the structure of the network and are computed from input-output data. Consistent with the model predictions, I find return spreads of 4.6% and −3.2% per year on sparsity and concentration beta-sorted portfolios, respectively."
Can Taxes Shape an Industry? Evidence from the Implementation of the “Amazon Tax”,BRIAN BAUGH,20 April 2018,The Journal of Finance,,/doi/10.1111/jofi.12687,"ABSTRACTFor years, online retailers have maintained a price advantage over brick-and-mortar retailers by not collecting sales tax at the time of sale. Recently, several states have required that online retailer Amazon collect sales tax during checkout. Using transaction-level data, we document that households living in these states reduced their Amazon purchases by 9.4% following the implementation of the sales tax laws, implying elasticities of –1.2 to –1.4. The effect is stronger for large purchases, where purchases declined by 29.1%, corresponding to an elasticity of –3.9. Studying competitors in the electronics field, we find some evidence of substitution toward competing retailers."
An Experimental Study of Bond Market Pricing,MATTHIAS WEBER,10 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12695,"ABSTRACTAn important feature of bond markets is the relationship between the initial public offering (IPO) price and the probability that the issuer defaults. On the one hand, the default probability affects the IPO price; on the other hand, the IPO price affects the default probability. It is a priori unclear whether agents can competitively price such assets. Our paper is the first to explore this question. To do so, we use laboratory experiments. We develop two flexible bond market models that are easily implemented in the laboratory. We find that subjects learn to price the bonds well after only a few repetitions."
On the Asset Allocation of a Default Pension Fund,MAGNUS DAHLQUIST,10 May 2018,The Journal of Finance,,/doi/10.1111/jofi.12697,"ABSTRACTWe characterize the optimal default fund in a defined contribution (DC) pension plan. Using detailed data on individuals' holdings inside and outside the pension system, we find substantial heterogeneity within and between passive and active investors in terms of labor income, financial wealth, and stock market participation. We build a life-cycle consumption-savings model, with a DC pension account and an opt-out/default choice, that produces realistic investor heterogeneity. Relative to a common age-based allocation, implementing the optimal default asset allocation implies a welfare gain of 1.5% during retirement. Much of the gain is attainable with a simple rule of thumb."
Report of the Editor of the Journal of Finance for the Year 2017,STEFAN NAGEL,24 August 2018,The Journal of Finance,,/doi/10.1111/jofi.12708,
Deviations from Covered Interest Rate Parity,WENXIN DU,19 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12620,"ABSTRACTWe find that deviations from the covered interest rate parity (CIP) condition imply large, persistent, and systematic arbitrage opportunities in one of the largest asset markets in the world. Contrary to the common view, these deviations for major currencies are not explained away by credit risk or transaction costs. They are particularly strong for forward contracts that appear on banks' balance sheets at the end of the quarter, pointing to a causal effect of banking regulation on asset prices. The CIP deviations also appear significantly correlated with other fixed income spreads and with nominal interest rates."
Is Sell-Side Research More Valuable in Bad Times?,ROGER K. LOH,07 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12611,"ABSTRACTBecause uncertainty is high in bad times, investors find it harder to assess firm prospects and hence should value analyst output more. However, higher uncertainty makes analysts’ tasks harder, so it is unclear whether analyst output is more valuable in bad times. We find that in bad times, analyst revisions have a larger stock-price impact, earnings forecast errors per unit of uncertainty fall, and analyst reports are more frequent and longer. The increased impact of analysts is also more pronounced for harder-to-value firms. These results are consistent with analysts working harder and investors relying more on analysts in bad times."
"The Fed, the Bond Market, and Gradualism in Monetary Policy",JEREMY C. STEIN,12 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12614,"ABSTRACTWe develop a model of monetary policy with two key features: the central bank has private information about its long-run target rate and is averse to bond market volatility. In this setting, the central bank gradually impounds changes in its target into the policy rate. Such gradualism represents an attempt to not spook the bond market. However, this effort is partially undone in equilibrium, as markets rationally react more to a given move when the central bank moves more gradually. This time-consistency problem means that society would be better off if the central bank cared less about the bond market."
Higher Order Effects in Asset Pricing Models with Long-Run Risks,WALTER POHL,02 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12615,"ABSTRACTThis paper shows that the latest generation of asset pricing models with long-run risk exhibit economically significant nonlinearities, and thus the ubiquitous Campbell-Shiller log-linearization can generate large numerical errors. These errors translate in turn to considerable errors in the model predictions, for example, for the magnitude of the equity premium or return predictability. We demonstrate that these nonlinearities arise from the presence of multiple highly persistent processes, which cause the exogenous states to attain values far away from their long-run means with nonnegligible probability. These extreme values have a significant impact on asset price dynamics."
What Makes a Good Trader? On the Role of Intuition and Reflection on Trader Performance,BRICE CORGNET,16 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12619,"ABSTRACTUsing laboratory experiments, we provide evidence on three factors influencing trader performance: fluid intelligence, cognitive reflection, and theory of mind (ToM). Fluid intelligence provides traders with computational skills necessary to draw a statistical inference. Cognitive reflection helps traders avoid behavioral biases and thereby extract signals from market orders and update their prior beliefs accordingly. ToM describes the degree to which traders correctly assess the informational content of orders. We show that cognitive reflection and ToM are complementary because traders benefit from understanding signals’ quality only if they are capable of processing these signals."
How Do Financing Constraints Affect Firms’ Equity Volatility?,DANIEL CARVALHO,05 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12610,ABSTRACTTheory suggests that financing frictions can have significant implications for equity volatility by shaping firms’ exposure to economic risks. This paper provides evidence that an important determinant of higher equity volatility among research and development (R&D)-intensive firms is fewer financing constraints on firms’ ability to access growth options. I provide evidence for this effect by studying how persistent shocks to the value of firms’ tangible assets (real estate) affect their subsequent equity volatility. The analysis addresses concerns about the identification of these balance sheet effects and shows that these effects are consistent with broader patterns on the equity volatility of R&D-intensive firms.
Interpreting Factor Models,SERHIY KOZAK,02 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12612,"ABSTRACTWe argue that tests of reduced-form factor models and horse races between “characteristics” and “covariances” cannot discriminate between alternative models of investor beliefs. Since asset returns have substantial commonality, absence of near-arbitrage opportunities implies that the stochastic discount factor can be represented as a function of a few dominant sources of return variation. As long as some arbitrageurs are present, this conclusion applies even in an economy in which all cross-sectional variation in expected returns is caused by sentiment. Sentiment-investor demand results in substantial mispricing only if arbitrageurs are exposed to factor risk when taking the other side of these trades."
Belief Dispersion in the Stock Market,ADEM ATMAZ,16 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12618,"ABSTRACTWe develop a dynamic model of belief dispersion with a continuum of investors differing in beliefs. The model is tractable and qualitatively matches many of the empirical regularities in a stock price and its mean return, volatility, and trading volume. We find that the stock price is convex in cash-flow news and increases in belief dispersion, while its mean return decreases when the view on the stock is optimistic, and vice versa when pessimistic. Moreover, belief dispersion leads to higher stock volatility and trading volume. We demonstrate that otherwise identical two-investor heterogeneous-beliefs economies do not necessarily generate our main results."
Margin Requirements and the Security Market Line,PETRI JYLHÄ,18 February 2018,The Journal of Finance,,/doi/10.1111/jofi.12616,"ABSTRACTBetween 1934 and 1974, the Federal Reserve changed the initial margin requirement for the U.S. stock market 22 times. I use this variation to show that investors' leverage constraints affect the pricing of risk. Consistent with earlier theoretical predictions, I find that tighter leverage constraints result in a flatter relation between betas and expected returns. My results provide strong empirical support for the idea that the constraints investors face may help explain the empirical failure of the capital asset pricing model."
